name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
etaNegative[55],0.021,0.002,0.0095,0.0095,0.018,0.04,23.0,5.4e-05,1.1
etaNegative[56],0.0013,0.00046,0.001,0.00026,0.001,0.0036,4.9,1.1e-05,1.3
etaNegative[57],0.018,0.0014,0.0038,0.0086,0.018,0.023,6.8,1.6e-05,1.6
etaNegative[58],0.018,0.0072,0.012,0.0074,0.013,0.045,2.6,6e-06,2.3
etaNegative[59],0.0063,0.00079,0.0035,0.0014,0.006,0.013,19.0,4.5e-05,1.1
etaNegative[60],0.0039,0.0012,0.003,0.00075,0.0033,0.0096,6.5,1.5e-05,1.4
etaNegative[61],0.0071,0.00044,0.0019,0.0036,0.0073,0.01,19.0,4.3e-05,1.1
etaNegative[62],0.024,0.0018,0.01,0.01,0.022,0.042,32.0,7.2e-05,1.1
etaNegative[63],0.0091,0.0038,0.0061,0.0029,0.0069,0.022,2.6,6.1e-06,2.1
etaNegative[64],0.0012,3.7e-05,0.0011,0.00019,0.001,0.0035,865.0,0.002,1.0
etaNegative[65],0.0043,0.0013,0.0023,0.0019,0.0036,0.0085,3.2,7.3e-06,1.8
etaNegative[66],0.019,0.00036,0.0055,0.0095,0.019,0.028,237.0,0.00054,1.0
etaNegative[67],0.0084,0.0016,0.0041,0.0034,0.0077,0.016,6.8,1.6e-05,1.3
etaNegative[68],0.028,0.0035,0.0082,0.0066,0.03,0.038,5.6,1.3e-05,2.0
etaNegative[69],0.0018,0.00027,0.0011,0.00026,0.0017,0.0039,18.0,4.1e-05,1.2
etaNegative[70],0.005,0.0012,0.0033,0.00092,0.0042,0.011,8.0,1.8e-05,1.2
etaNegative[71],0.0084,0.0012,0.0025,0.0038,0.0087,0.012,4.2,9.6e-06,1.5
etaNegative[72],0.011,0.00079,0.0042,0.0057,0.011,0.018,29.0,6.7e-05,1.1
etaNegative[73],0.005,0.002,0.0035,0.0014,0.0038,0.013,3.1,7.2e-06,2.0
etaNegative[74],0.0042,0.00025,0.0029,0.00053,0.0037,0.0096,140.0,0.00032,1.0
etaNegative[75],0.036,0.0036,0.015,0.013,0.034,0.064,17.0,3.8e-05,1.5
etaNegative[76],0.0059,0.0011,0.0021,0.0023,0.0059,0.0093,3.8,8.7e-06,1.4
etaNegative[77],0.037,0.0016,0.013,0.017,0.036,0.058,64.0,0.00015,1.0
etaNegative[78],0.00025,4.4e-05,0.00022,2.5e-05,0.00019,0.0007,27.0,6.1e-05,1.1
etaNegative[79],0.026,0.0051,0.011,0.0092,0.026,0.044,4.8,1.1e-05,1.3
etaNegative[80],0.045,0.0026,0.009,0.029,0.045,0.059,12.0,2.7e-05,1.2
etaNegative[81],0.0026,0.00069,0.0017,0.00056,0.0023,0.0056,5.7,1.3e-05,1.2
etaNegative[82],0.016,0.0012,0.006,0.0071,0.015,0.027,25.0,5.8e-05,1.1
etaNegative[83],0.021,0.0014,0.004,0.012,0.021,0.027,7.8,1.8e-05,1.3
etaNegative[84],0.0034,0.00059,0.0017,0.0011,0.0033,0.0064,8.0,1.8e-05,1.2
etaNegative[85],0.0087,0.00063,0.0027,0.004,0.0089,0.013,18.0,4e-05,1.2
etaNegative[86],0.0046,0.0026,0.004,0.00091,0.0026,0.013,2.3,5.4e-06,2.6
etaNegative[87],0.018,0.0068,0.011,0.0068,0.014,0.038,2.4,5.5e-06,2.5
etaNegative[88],0.0063,0.00044,0.0035,0.0019,0.0057,0.013,62.0,0.00014,1.0
etaNegative[89],0.012,0.0016,0.012,0.0016,0.0083,0.034,60.0,0.00014,1.0
etaNegative[90],0.069,0.0033,0.034,0.027,0.065,0.12,105.0,0.00024,1.0
etaNegative[91],0.036,0.00076,0.006,0.027,0.037,0.045,62.0,0.00014,1.0
etaNegative[92],0.031,0.004,0.016,0.0073,0.029,0.061,17.0,3.8e-05,1.2
etaNegative[93],0.12,0.00075,0.016,0.099,0.12,0.15,450.0,0.001,1.0
etaNegative[94],0.014,0.0041,0.0064,0.0036,0.016,0.023,2.4,5.5e-06,2.4
etaNegative[95],0.019,0.0015,0.0038,0.013,0.019,0.026,6.2,1.4e-05,1.2
etaNegative[96],0.025,0.0035,0.01,0.0075,0.024,0.042,8.3,1.9e-05,1.2
etaNegative[97],0.024,0.0037,0.016,0.0037,0.023,0.051,18.0,4.1e-05,1.1
etaNegative[98],0.017,0.0024,0.0073,0.0049,0.017,0.029,9.6,2.2e-05,1.2
etaNegative[99],0.0033,0.00025,0.0016,0.00083,0.0034,0.0059,42.0,9.6e-05,1.2
etaNegative[100],0.018,0.0009,0.006,0.0088,0.018,0.028,45.0,0.0001,1.1
etaNegative[101],0.019,0.0013,0.0044,0.0082,0.019,0.025,12.0,2.7e-05,1.4
etaNegative[102],0.0036,0.0005,0.0016,0.0011,0.0036,0.0063,10.0,2.3e-05,1.2
etaNegative[103],0.0046,0.0011,0.0028,0.00046,0.0046,0.0091,7.0,1.6e-05,1.2
etaNegative[104],0.007,0.0036,0.0055,0.002,0.0044,0.018,2.3,5.3e-06,2.8
etaNegative[105],0.02,0.0085,0.013,0.0072,0.015,0.046,2.3,5.3e-06,2.8
etaNegative[106],0.02,0.0035,0.0068,0.0042,0.021,0.028,3.7,8.4e-06,2.1
etaNegative[107],0.0052,0.00022,0.0029,0.0013,0.0047,0.011,182.0,0.00042,1.0
etaNegative[108],0.0066,0.0012,0.0035,0.0019,0.006,0.013,8.0,1.8e-05,1.2
etaNegative[109],0.0052,0.0016,0.0027,0.0022,0.0044,0.011,2.9,6.7e-06,1.9
etaNegative[110],0.023,0.0018,0.0066,0.012,0.022,0.034,14.0,3.1e-05,1.1
etaNegative[111],0.00071,0.00013,0.00058,0.00013,0.00058,0.0018,20.0,4.6e-05,1.1
etaNegative[112],0.023,0.00081,0.0055,0.014,0.023,0.032,47.0,0.00011,1.0
etaNegative[113],0.0017,0.00011,0.001,0.00032,0.0016,0.0035,88.0,0.0002,1.1
etaNegative[114],0.0083,0.00083,0.0025,0.0043,0.0083,0.012,8.9,2e-05,1.2
etaNegative[115],0.0043,0.0011,0.0024,0.0015,0.0036,0.0087,4.3,1e-05,1.4
etaNegative[116],0.0038,0.0025,0.0049,0.00079,0.0021,0.013,4.0,9.1e-06,1.7
etaNegative[117],0.012,0.0024,0.0049,0.0051,0.012,0.021,4.0,9.3e-06,1.4
